,ids,speaker,mfcc_feautres,label,filepath
447,447,george,"[[-793.1028    -793.1028    -793.1028    ... -624.1287    -619.7078
  -641.30225  ]
 [   0.           0.           0.        ...  117.544235   117.47688
   109.60911  ]
 [   0.           0.           0.        ...  -17.759672   -24.091124
    -6.386535 ]
 ...
 [   0.           0.           0.        ...   -5.664356    -8.1596985
    -1.3802645]
 [   0.           0.           0.        ...   -2.9554305   -5.9751062
    10.958826 ]
 [   0.           0.           0.        ...   -5.587913    -9.193954
    11.867571 ]]",5,recordings/5_george_4.wav
448,448,lucas,"[[-819.03595   -819.03595   -819.03595   ... -655.045     -687.25854
  -707.7673   ]
 [   0.           0.           0.        ...   87.48154     83.16234
    82.003265 ]
 [   0.           0.           0.        ...  -40.025837   -12.51081
     6.2126217]
 ...
 [   0.           0.           0.        ...    5.710385    10.431936
     4.179825 ]
 [   0.           0.           0.        ...    6.3170366    9.963181
     5.542082 ]
 [   0.           0.           0.        ...  -19.899988   -12.14887
    -8.527931 ]]",8,recordings/8_lucas_31.wav
449,449,lucas,"[[-8.56998474e+02 -8.56998474e+02 -8.56998474e+02 ... -6.92559875e+02
  -7.30988220e+02 -7.34675110e+02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  1.12113525e+02
   8.77286530e+01  8.60361481e+01]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -1.12375822e+01
  -2.66225433e+00 -2.46640563e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  6.23194933e+00
   1.51598132e+00 -4.17039919e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  8.51200485e+00
   9.25862408e+00  7.68046570e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -1.72385991e-01
   8.79124069e+00  5.28784180e+00]]",3,recordings/3_lucas_3.wav
450,450,theo,"[[-1099.9038    -1099.9038    -1099.9038    ...  -762.2983
   -760.3427     -769.2534   ]
 [    0.            0.            0.        ...   157.48547
    167.22621     170.94054  ]
 [    0.            0.            0.        ...  -125.68796
   -113.69971     -99.73877  ]
 ...
 [    0.            0.            0.        ...    -4.755757
     -8.9765005    -6.956292 ]
 [    0.            0.            0.        ...    16.862446
      9.347346     19.015432 ]
 [    0.            0.            0.        ...   -14.121024
    -19.548172    -16.02332  ]]",5,recordings/5_theo_21.wav
451,451,lucas,"[[-780.6761    -780.6761    -780.6761    ... -619.89276   -630.4346
  -664.0668   ]
 [   0.           0.           0.        ...  101.34083     92.94724
    93.535126 ]
 [   0.           0.           0.        ...  -23.381832   -19.492697
    13.22267  ]
 ...
 [   0.           0.           0.        ...    1.9850997   -4.402611
     1.7591963]
 [   0.           0.           0.        ...    2.3359606    9.181381
     8.72059  ]
 [   0.           0.           0.        ...  -14.597736   -11.219507
    -9.397554 ]]",8,recordings/8_lucas_48.wav
452,452,nicolas,"[[-851.03625   -851.03625   -851.03625   ... -547.9023    -537.6524
  -545.43536  ]
 [   0.           0.           0.        ...  172.01538    178.59367
   172.72766  ]
 [   0.           0.           0.        ...  -51.236282   -52.696705
   -58.96985  ]
 ...
 [   0.           0.           0.        ...   -1.8463882   -4.6339846
     5.500904 ]
 [   0.           0.           0.        ...   10.819686     9.341012
    19.993038 ]
 [   0.           0.           0.        ...   -6.551916   -11.016577
    -3.7115269]]",2,recordings/2_nicolas_25.wav
453,453,jackson,"[[-8.1455670e+02 -8.1455670e+02 -8.1455670e+02 ... -5.9529883e+02
  -5.6946558e+02 -5.5137469e+02]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  1.1157660e+02
   1.4226868e+02  1.5405542e+02]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -6.3733635e+01
  -4.6562748e+01 -5.1526184e+01]
 ...
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  8.0447369e+00
  -2.0307927e+00  7.8892860e+00]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  9.7591591e+00
   7.4120274e+00 -8.1417304e-01]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -1.8359116e+01
  -7.2838049e+00 -3.1446468e+01]]",8,recordings/8_jackson_25.wav
454,454,theo,"[[-974.64014   -974.64014   -974.64014   ... -768.2393    -777.003
  -755.9778   ]
 [   0.           0.           0.        ...  130.90253    114.233215
   130.24069  ]
 [   0.           0.           0.        ...  -19.748753   -36.63823
   -29.914473 ]
 ...
 [   0.           0.           0.        ...  -12.588774    -9.325429
    -2.959543 ]
 [   0.           0.           0.        ...   -3.58313      1.8795512
    10.674447 ]
 [   0.           0.           0.        ...  -14.676931    -9.102119
   -12.102792 ]]",3,recordings/3_theo_48.wav
455,455,nicolas,"[[-8.0666901e+02 -8.0666901e+02 -8.0666901e+02 ... -5.3184106e+02
  -5.4867773e+02 -5.3263281e+02]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  1.5230627e+02
   1.4227089e+02  1.5622649e+02]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -5.7502480e+01
  -5.1163807e+01 -4.8866913e+01]
 ...
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -1.1980515e+01
  -1.2250848e+01 -8.8535547e+00]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  9.9873447e+00
   1.5542665e+00  1.1739199e+01]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  1.2743340e+00
  -1.5484922e+01  4.9909908e-01]]",7,recordings/7_nicolas_29.wav
456,456,nicolas,"[[-8.5796033e+02 -8.5796033e+02 -8.5796033e+02 ... -5.3164825e+02
  -5.5518573e+02 -5.5324347e+02]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  1.9030484e+02
   1.7124191e+02  1.7372406e+02]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -4.8229160e+01
  -5.4862926e+01 -4.9397892e+01]
 ...
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -1.1857729e+01
  -4.5754468e-01  4.1436625e+00]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  4.9232326e+00
   1.5033913e+01  2.2868172e+01]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -9.1555395e+00
  -1.3789713e+01 -2.5309734e+00]]",3,recordings/3_nicolas_12.wav
457,457,lucas,"[[-767.4749    -767.4749    -767.4749    ... -724.89404   -740.8984
  -725.6602   ]
 [   0.           0.           0.        ...   39.384613    27.258806
    40.4553   ]
 [   0.           0.           0.        ...    8.983502    13.69602
    16.139109 ]
 ...
 [   0.           0.           0.        ...   -9.920389    -3.227186
     2.4974341]
 [   0.           0.           0.        ...   -4.6685004   -2.465046
     5.910784 ]
 [   0.           0.           0.        ...   -3.7058084   -1.7663407
     4.1997433]]",1,recordings/1_lucas_10.wav
458,458,theo,"[[-1044.6697    -1044.6697    -1044.6697    ...  -762.5093
   -759.5264     -728.557    ]
 [    0.            0.            0.        ...   187.88446
    196.52478     222.92221  ]
 [    0.            0.            0.        ...   -27.194912
    -21.488274    -26.278063 ]
 ...
 [    0.            0.            0.        ...   -10.209697
    -17.716188     -7.0139074]
 [    0.            0.            0.        ...    -5.867053
     -8.576645      7.6259384]
 [    0.            0.            0.        ...   -21.318146
    -20.889143    -13.868915 ]]",0,recordings/0_theo_41.wav
459,459,jackson,"[[-763.36127   -763.36127   -763.36127   ... -548.923     -579.5869
  -586.76105  ]
 [   0.           0.           0.        ...  165.9588     144.32466
   130.56766  ]
 [   0.           0.           0.        ...   -3.9079914    9.118166
     1.8062499]
 ...
 [   0.           0.           0.        ...  -14.436565   -11.76956
    -1.2122481]
 [   0.           0.           0.        ...    3.0136302    4.647971
    10.773425 ]
 [   0.           0.           0.        ...   -6.6044583   -6.4692345
    -1.5707355]]",5,recordings/5_jackson_33.wav
460,460,george,"[[-810.91864   -810.91864   -810.91864   ... -604.152     -584.21313
  -600.2346   ]
 [   0.           0.           0.        ...   86.47167     99.30881
    96.02516  ]
 [   0.           0.           0.        ...  -75.405426   -85.267746
   -71.47534  ]
 ...
 [   0.           0.           0.        ...  -11.132557   -15.406597
   -15.60798  ]
 [   0.           0.           0.        ...   14.745899     9.871912
    11.808432 ]
 [   0.           0.           0.        ...   -1.7950335   -3.6405869
    -3.9398828]]",6,recordings/6_george_40.wav
461,461,jackson,"[[-8.0812280e+02 -8.0812280e+02 -8.0812280e+02 ... -5.6696826e+02
  -5.7250684e+02 -5.9123615e+02]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  1.7844530e+02
   1.6699350e+02  1.5085495e+02]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -4.2683401e+00
  -8.3447475e+00 -1.0862358e+01]
 ...
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -4.8791018e+00
  -1.7554574e+00 -6.8686142e+00]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  1.0006374e+01
   4.3828411e+00 -5.4387331e+00]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  2.5543809e-02
  -4.4770222e+00 -1.3086739e+01]]",5,recordings/5_jackson_37.wav
462,462,theo,"[[-1047.9897    -1047.9897    -1047.9897    ...  -726.6886
   -748.8423     -752.92535  ]
 [    0.            0.            0.        ...   220.60097
    200.52725     188.56522  ]
 [    0.            0.            0.        ...   -31.063408
    -34.134686    -51.26796  ]
 ...
 [    0.            0.            0.        ...   -10.290941
     -5.9280148   -12.602705 ]
 [    0.            0.            0.        ...    -9.192833
     -4.9120665    -5.2220745]
 [    0.            0.            0.        ...   -27.43716
    -18.311989    -23.107334 ]]",4,recordings/4_theo_44.wav
463,463,george,"[[-7.33421631e+02 -7.33421631e+02 -7.33421631e+02 ... -5.06994476e+02
  -5.75828186e+02 -5.68172974e+02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  1.46752899e+02
   1.15555725e+02  1.27612579e+02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -4.90396767e+01
  -1.18160954e+01 -5.21273470e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -7.56008196e+00
  -2.89359760e+00  1.33949351e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -1.07874823e+01
  -4.48666668e+00 -2.58784413e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -5.21761513e+00
  -5.44708371e-01 -1.06455584e+01]]",4,recordings/4_george_5.wav
464,464,theo,"[[-1066.3224    -1066.3224    -1066.3224    ...  -748.7375
   -758.1047     -773.3336   ]
 [    0.            0.            0.        ...   216.30539
    208.4678      193.03079  ]
 [    0.            0.            0.        ...   -30.659374
    -29.842564    -34.72398  ]
 ...
 [    0.            0.            0.        ...   -23.914843
    -12.491665     -6.5342054]
 [    0.            0.            0.        ...    -4.5378036
      5.5638065     1.9359603]
 [    0.            0.            0.        ...   -16.108707
     -3.604818    -14.484266 ]]",0,recordings/0_theo_34.wav
465,465,nicolas,"[[-8.4830035e+02 -8.4830035e+02 -8.4830035e+02 ... -5.3559216e+02
  -5.4707080e+02 -5.4941754e+02]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  1.7635004e+02
   1.7425305e+02  1.7207312e+02]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -5.8759377e+01
  -4.6374283e+01 -4.9400543e+01]
 ...
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -9.8146067e+00
  -4.7650805e+00  8.4451532e+00]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  5.2331853e-01
   1.5665362e+01  1.8453190e+01]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -1.3338051e+01
  -5.2531052e+00 -1.3223656e+01]]",7,recordings/7_nicolas_16.wav
466,466,george,"[[-758.93616  -758.93616  -758.93616  ... -493.76584  -508.6971
  -517.2299  ]
 [   0.          0.          0.       ...  172.1896    172.84732
   161.2085  ]
 [   0.          0.          0.       ...  -44.057716  -33.08956
   -37.690918]
 ...
 [   0.          0.          0.       ...  -13.116987   -9.646657
   -13.279928]
 [   0.          0.          0.       ...  -14.64278    -4.832541
    -8.771499]
 [   0.          0.          0.       ...  -14.5294     -7.54795
    -9.330106]]",4,recordings/4_george_23.wav
467,467,george,"[[-805.4433    -805.4433    -805.4433    ... -633.5257    -623.71423
  -627.47534  ]
 [   0.           0.           0.        ...  124.5054     130.5318
   128.35516  ]
 [   0.           0.           0.        ...  -16.16325    -16.35699
   -14.859253 ]
 ...
 [   0.           0.           0.        ...   -5.109144   -10.322272
   -10.4887295]
 [   0.           0.           0.        ...   12.976952    -5.8352
    -2.1966782]
 [   0.           0.           0.        ...   10.403027    -7.7860394
    -6.6996884]]",2,recordings/2_george_47.wav
468,468,lucas,"[[-7.8496588e+02 -7.8496588e+02 -7.8496588e+02 ... -7.2644171e+02
  -7.3752203e+02 -7.4023920e+02]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  6.0050591e+01
   4.7890862e+01  4.6582260e+01]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  2.1546978e+01
   2.1894915e+01  1.9483692e+01]
 ...
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  1.9381127e+00
  -1.0054048e+00 -1.6716955e+00]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  5.7140722e+00
   3.6385684e+00  2.1994874e+00]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -5.5932558e-01
   4.8440704e+00  2.3526356e+00]]",4,recordings/4_lucas_29.wav
469,469,jackson,"[[-7.7509534e+02 -7.7509534e+02 -7.7509534e+02 ... -5.6576044e+02
  -5.6576666e+02 -5.8421985e+02]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  1.5477142e+02
   1.6148599e+02  1.3939249e+02]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  2.2694285e+00
   9.9694366e+00 -1.8866513e+00]
 ...
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  1.8700583e+00
  -2.8014512e+00  3.1530151e+00]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  3.8081107e+00
   7.0101061e+00  3.5463619e-01]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  1.3646693e+00
  -2.8848732e-01 -1.1232023e+01]]",7,recordings/7_jackson_12.wav
470,470,lucas,"[[-8.2303662e+02 -8.2303662e+02 -8.2303662e+02 ... -7.1059595e+02
  -7.0799481e+02 -7.1722034e+02]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  8.1001579e+01
   7.9959892e+01  7.6211472e+01]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -3.1397152e+00
  -8.6231833e+00 -3.0296884e+00]
 ...
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -7.6567879e+00
  -2.4789886e+00 -1.4184217e+00]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -9.0683489e+00
   6.6650667e+00 -1.3735288e-01]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -4.4310102e+00
   7.9868965e+00 -4.2195597e+00]]",4,recordings/4_lucas_35.wav
471,471,theo,"[[-1050.5986    -1050.5986    -1050.5986    ...  -791.6395
   -740.57196    -774.2065   ]
 [    0.            0.            0.        ...   173.28091
    183.66217     168.262    ]
 [    0.            0.            0.        ...   -13.069877
    -51.852386    -44.115067 ]
 ...
 [    0.            0.            0.        ...   -22.758537
    -23.30175      -1.77752  ]
 [    0.            0.            0.        ...    -3.6834512
     -2.816815      1.573318 ]
 [    0.            0.            0.        ...   -11.386494
     -9.832958    -24.02845  ]]",9,recordings/9_theo_14.wav
472,472,george,"[[-892.6951    -892.6951    -892.6951    ... -585.1468    -609.0912
  -620.05695  ]
 [   0.           0.           0.        ...  175.58939    169.18698
   158.08606  ]
 [   0.           0.           0.        ...  -65.19754    -45.76371
   -50.0182   ]
 ...
 [   0.           0.           0.        ...   -2.3985837  -13.587294
    -3.8609786]
 [   0.           0.           0.        ...    5.749575     1.863522
     2.203609 ]
 [   0.           0.           0.        ...   -2.3342526   -5.4502325
    -9.160273 ]]",3,recordings/3_george_25.wav
473,473,lucas,"[[-8.0275317e+02 -8.0275317e+02 -8.0275317e+02 ... -7.0885516e+02
  -7.2179724e+02 -7.2207959e+02]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  6.3148270e+01
   6.3614700e+01  6.1348862e+01]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -3.3302960e+00
   1.1162834e+01  3.9250269e+00]
 ...
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -4.4727726e+00
  -6.8284667e-01 -1.0169046e+00]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -7.1480637e+00
  -3.4575596e+00  4.4879971e+00]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -7.8623686e+00
  -1.6794531e+00 -3.4506121e+00]]",7,recordings/7_lucas_13.wav
474,474,yweweler,"[[-9.0086945e+02 -9.0086945e+02 -9.0086945e+02 ... -6.7289417e+02
  -7.1270233e+02 -7.5983734e+02]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  1.4064459e+02
   1.1792990e+02  8.8508072e+01]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -4.2596336e+01
  -4.1037766e+01 -2.0984344e+01]
 ...
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  4.2674904e+00
  -2.6033587e+00 -3.5688958e+00]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  6.1192985e+00
   8.0413163e-01  5.7369442e+00]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -2.8055176e+01
  -1.6433662e+01 -6.8741465e+00]]",8,recordings/8_yweweler_25.wav
475,475,jackson,"[[-8.4297107e+02 -8.4297107e+02 -8.4297107e+02 ... -6.4535645e+02
  -6.3069147e+02 -6.1735364e+02]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  1.7015097e+02
   1.6777493e+02  1.6686546e+02]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  4.5381348e+01
   3.3164917e+01  9.7817326e+00]
 ...
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  6.3855228e+00
  -9.7676773e+00 -1.1587793e+01]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -6.3402085e+00
  -1.7053250e+00 -9.2599287e+00]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -2.4791260e+01
  -5.2955866e-02 -7.4438133e+00]]",9,recordings/9_jackson_22.wav
476,476,jackson,"[[-747.9287    -747.9287    -747.9287    ... -588.40704   -610.6007
  -607.6192   ]
 [   0.           0.           0.        ...  133.39532    110.75984
   113.93785  ]
 [   0.           0.           0.        ...   15.265929    10.534326
    12.080147 ]
 ...
 [   0.           0.           0.        ...   -1.6221626  -11.408044
    -7.7659564]
 [   0.           0.           0.        ...   12.9368305   -5.1227274
     1.7947485]
 [   0.           0.           0.        ...   -1.4841757   -4.7438135
    -7.9817963]]",7,recordings/7_jackson_43.wav
477,477,george,"[[-7.8010339e+02 -7.8010339e+02 -7.8010339e+02 ... -6.4493311e+02
  -6.4479181e+02 -6.4987024e+02]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  1.0042437e+02
   1.0586571e+02  9.7749374e+01]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -8.2026310e+00
  -2.8383784e+00 -7.5078650e+00]
 ...
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -4.5636380e-01
  -6.9090095e+00 -8.6961174e+00]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  6.4607821e+00
  -2.7293015e-01  1.2452915e+01]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -4.2705488e-01
   1.9530654e+00  1.3425575e+01]]",2,recordings/2_george_42.wav
478,478,george,"[[-8.9980621e+02 -8.9980621e+02 -8.9980621e+02 ... -6.6632678e+02
  -6.7379535e+02 -6.7233466e+02]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  1.3481894e+02
   1.4247151e+02  1.4471693e+02]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -5.5656303e+01
  -3.5722862e+01 -3.2268661e+01]
 ...
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -6.7121685e-02
  -9.7778397e+00 -8.1278648e+00]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  4.3297815e+00
   4.5293431e+00  5.1791039e+00]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -1.4255349e+01
  -2.4388757e+00 -5.6566916e+00]]",3,recordings/3_george_30.wav
479,479,george,"[[-8.57422607e+02 -8.57422607e+02 -8.57422607e+02 ... -5.83406555e+02
  -5.84002136e+02 -5.90170898e+02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  1.55882690e+02
   1.52836090e+02  1.56340179e+02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -6.08732872e+01
  -6.71590652e+01 -5.49780579e+01]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -1.61643004e+00
  -1.12702541e+01 -5.84096313e-01]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  1.35804577e+01
   5.43786907e+00  1.64168625e+01]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  1.13460004e-01
  -8.46859074e+00  3.27334881e-01]]",3,recordings/3_george_39.wav
480,480,nicolas,"[[-8.0810773e+02 -8.0810773e+02 -8.0810773e+02 ... -5.1861078e+02
  -5.2799310e+02 -5.3091632e+02]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  1.7744484e+02
   1.6352200e+02  1.6089908e+02]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -3.0280495e+01
  -3.7949379e+01 -4.3981564e+01]
 ...
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  1.7747151e+00
   1.6998893e+00  1.7330706e-01]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  2.0934261e+01
   8.7167549e+00  6.9762707e+00]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -2.9173758e+00
  -1.4115221e+01 -1.3059054e+01]]",3,recordings/3_nicolas_11.wav
481,481,lucas,"[[-8.2756720e+02 -8.2756720e+02 -8.2756720e+02 ... -7.2243274e+02
  -7.4152289e+02 -7.5414410e+02]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  6.8251663e+01
   5.4184502e+01  6.3798595e+01]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -1.1451462e+01
  -8.8866558e+00  2.4344112e+01]
 ...
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -1.7964776e+00
  -1.4150078e+01  2.9445164e+00]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  6.4650768e-01
  -7.6316714e+00  5.8753338e+00]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -6.6687441e+00
  -1.3162764e+01 -5.3110785e+00]]",9,recordings/9_lucas_11.wav
482,482,theo,"[[-1.0363440e+03 -1.0363440e+03 -1.0363440e+03 ... -7.7659967e+02
  -7.7870428e+02 -7.8748163e+02]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  1.7084647e+02
   1.6857672e+02  1.5545786e+02]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -2.5315422e+01
  -2.2806255e+01 -3.7246269e+01]
 ...
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -1.3327196e+01
  -1.2447667e+01 -1.3065943e+01]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  2.9509830e+00
   3.3052928e+00  1.0046013e+01]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -8.0001993e+00
  -1.4235205e+01  6.3874793e-01]]",7,recordings/7_theo_2.wav
483,483,george,"[[-884.3303    -884.3303    -884.3303    ... -658.4675    -658.6336
  -655.1378   ]
 [   0.           0.           0.        ...  146.69337    144.57988
   142.57115  ]
 [   0.           0.           0.        ...  -24.866695   -29.658854
   -36.478493 ]
 ...
 [   0.           0.           0.        ...  -24.818947    -9.801387
   -16.953037 ]
 [   0.           0.           0.        ...  -13.591178    -7.2870345
   -13.026985 ]
 [   0.           0.           0.        ...  -18.94043    -28.088848
   -26.808466 ]]",3,recordings/3_george_14.wav
484,484,jackson,"[[-814.8647    -814.8647    -814.8647    ... -594.0572    -610.66156
  -620.3972   ]
 [   0.           0.           0.        ...  158.9361     151.3787
   143.44623  ]
 [   0.           0.           0.        ...  -11.936317   -10.974255
    -6.2883615]
 ...
 [   0.           0.           0.        ...    8.415231     2.8847945
    14.407129 ]
 [   0.           0.           0.        ...    9.761066     3.4790945
    12.953764 ]
 [   0.           0.           0.        ...  -11.163267   -11.92532
    -9.646698 ]]",3,recordings/3_jackson_34.wav
485,485,george,"[[-768.67505  -768.67505  -768.67505  ... -598.7014   -616.99054
  -599.7203  ]
 [   0.          0.          0.       ...  114.92021   109.09085
   115.328445]
 [   0.          0.          0.       ...  -20.339241  -17.20745
   -28.628246]
 ...
 [   0.          0.          0.       ...  -17.412106  -10.41288
   -17.036674]
 [   0.          0.          0.       ...   -8.83822   -13.577376
    -9.520681]
 [   0.          0.          0.       ...  -12.375036  -22.856777
   -10.921509]]",1,recordings/1_george_5.wav
486,486,george,"[[-819.1569    -819.1569    -819.1569    ... -557.704     -568.2543
  -586.8387   ]
 [   0.           0.           0.        ...  173.34836    174.10081
   160.66827  ]
 [   0.           0.           0.        ...  -35.94975    -29.08828
   -23.738731 ]
 ...
 [   0.           0.           0.        ...  -18.59805    -12.946072
   -15.308117 ]
 [   0.           0.           0.        ...   -3.1151237   -1.7776198
     4.3587885]
 [   0.           0.           0.        ...   -5.6469407   -4.5046854
    -7.7767763]]",1,recordings/1_george_45.wav
487,487,theo,"[[-1011.3366    -1011.3366    -1011.3366    ...  -770.82245
   -778.2914     -775.481    ]
 [    0.            0.            0.        ...   159.24036
    150.03587     148.30089  ]
 [    0.            0.            0.        ...   -23.328522
    -18.434917    -37.97758  ]
 ...
 [    0.            0.            0.        ...    -6.6889534
     -1.4849344    -1.0280198]
 [    0.            0.            0.        ...    -2.3976364
      6.390634      2.993575 ]
 [    0.            0.            0.        ...   -18.628323
     -2.0983722   -12.673735 ]]",7,recordings/7_theo_3.wav
488,488,yweweler,"[[-1.0200532e+03 -1.0200532e+03 -1.0200532e+03 ... -7.7871063e+02
  -7.9064929e+02 -8.1647296e+02]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  1.6503299e+02
   1.5040240e+02  1.3349168e+02]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -2.9426540e+01
  -3.2165291e+01 -3.1009499e+01]
 ...
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -7.2727985e+00
  -3.3989959e+00 -3.6108189e+00]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -2.9024820e+00
   3.0737525e-01  5.8643847e+00]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -1.3411520e+01
  -1.1405921e+01 -1.0569029e+01]]",4,recordings/4_yweweler_37.wav
